UserID,UserName,Age,Gender,Email,Total_Courses_Enrolled,Enrollment_Frequency_Days,Preferred_Category,Preferred_Level,Avg_Spending_Per_Learner,Diversity_Score,Learning_Depth_Index,Assigned_Segment
U00735,brian79,17,Male,mejiaveronica@gmail.com,2,117.0,Business,Advanced,106.195,2,0.0,0
U00736,yarmstrong,19,Female,miranda26@yahoo.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U00737,david99,18,Male,ddaniel@outlook.com,2,106.0,Artificial Intelligence,Advanced,103.635,2,0.0,0
U00738,kevin65,29,Female,christopherharris@gmail.com,3,92.0,Cybersecurity,Advanced,83.42666666666666,3,0.3333333333333333,0
U00739,robinsonaaron,25,Female,katie36@gmail.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U00740,lrodgers,34,Female,pamerickson@hotmail.com,1,0.0,Project Management,Beginner,327.99,1,1.0,2
U00741,joseph57,33,Female,robertbennett@hotmail.com,4,91.33333333333333,Finance,Intermediate,115.41250000000001,3,0.25,3
U00742,sthomas,29,Male,christina80@gmail.com,1,0.0,Project Management,Beginner,327.99,1,1.0,2
U00743,kchandler,19,Male,moralesmicheal@gmail.com,4,58.333333333333336,Programming,Advanced,9.4725,3,0.5,0
U00744,susan70,15,Male,shannonbell@yahoo.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U00745,colemanshannon,29,Female,laura10@hotmail.com,2,147.0,Business,Advanced,0.0,2,0.0,0
U00746,brianwright,28,Male,middletonmiranda@gmail.com,2,230.0,Business,Advanced,138.185,2,0.0,0
U00747,scruz,28,Female,fmiller@gmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U00748,gyang,30,Female,pwhite@gmail.com,2,290.0,Business,Advanced,0.0,2,0.0,0
U00749,suarezjason,18,Male,shelly11@outlook.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U00750,brittany20,23,Female,brittany01@outlook.com,1,0.0,Business,Advanced,487.92,1,0.0,0
U00751,alex00,19,Male,tkane@hotmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U00752,gregoryramirez,30,Male,johnnyhenderson@outlook.com,13,23.083333333333332,Design,Advanced,128.20384615384617,9,0.38461538461538464,1
U00753,fallen,28,Male,piercejustin@hotmail.com,2,193.0,Marketing,Beginner,0.0,2,0.5,2
U00754,wchapman,33,Male,daniel53@hotmail.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U00755,fnelson,31,Male,schmidtrussell@outlook.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U00756,gloverronald,33,Female,tara80@hotmail.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U00757,greghiggins,22,Female,chris37@yahoo.com,1,0.0,Finance,Beginner,53.86,1,1.0,2
U00758,jacobcherry,16,Male,wongana@yahoo.com,1,0.0,Business,Advanced,0.0,1,0.0,0
U00759,jerryfuentes,22,Male,alec74@hotmail.com,1,0.0,Machine Learning,Advanced,0.78,1,0.0,0
U00760,donnahudson,21,Female,steven45@gmail.com,13,29.666666666666668,Programming,Beginner,121.8223076923077,9,0.5384615384615384,1
U00761,vthomas,31,Male,bellbrian@gmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00762,marieboyd,22,Female,lbryant@gmail.com,1,0.0,Project Management,Advanced,346.71,1,0.0,0
U00763,ccook,16,Male,nenglish@hotmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00764,millerjay,18,Male,smithvictoria@yahoo.com,2,21.0,Marketing,Advanced,0.0,1,0.0,0
U00765,carrillonathaniel,31,Female,brittany31@yahoo.com,11,29.5,Data Science,Intermediate,108.0,7,0.18181818181818182,1
U00766,rebecca41,31,Female,brockvirginia@outlook.com,3,42.0,Marketing,Intermediate,0.0,2,0.0,3
U00767,iestes,16,Female,idavis@yahoo.com,14,23.846153846153847,Programming,Advanced,109.25142857142858,10,0.14285714285714285,1
U00768,castilloallen,19,Male,devon29@yahoo.com,2,337.0,Design,Advanced,0.0,2,0.5,0
U00769,nicholaswatkins,16,Female,campbellsharon@gmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00770,pnorris,29,Male,laurennavarro@gmail.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U00771,ashley15,18,Male,lewisjamie@outlook.com,1,0.0,Business,Beginner,285.05,1,1.0,2
U00772,lindseylawson,24,Female,brandon45@yahoo.com,13,27.166666666666668,Cybersecurity,Intermediate,26.354615384615386,9,0.3076923076923077,1
U00773,tlewis,25,Female,jonesrachel@gmail.com,1,0.0,Finance,Intermediate,119.04,1,0.0,3
U00774,qarmstrong,27,Male,jodyolson@outlook.com,1,0.0,Cybersecurity,Advanced,0.0,1,0.0,0
U00775,timothy66,29,Female,gregoryalison@hotmail.com,14,26.153846153846153,Programming,Beginner,99.38571428571427,8,0.42857142857142855,1
U00776,smithgloria,26,Female,rbrown@yahoo.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U00777,donaldcastillo,29,Male,lewisrachael@outlook.com,4,112.0,Business,Advanced,249.96999999999997,4,0.5,0
U00778,darrencarey,33,Male,kristina95@gmail.com,2,40.0,Machine Learning,Advanced,0.0,2,0.0,0
U00779,vargasemily,24,Female,westvictor@gmail.com,1,0.0,Cybersecurity,Advanced,0.0,1,0.0,0
U00780,christopherduran,32,Female,haleygould@yahoo.com,1,0.0,Programming,Intermediate,0.0,1,0.0,3
U00781,lucasnorman,18,Female,martindeborah@gmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00782,hholt,25,Male,grodgers@hotmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00783,joliver,35,Female,courtneyanthony@gmail.com,2,86.0,Data Science,Advanced,28.66,2,0.0,0
U00784,obrienjessica,22,Female,stephaniereed@yahoo.com,2,80.0,Data Science,Beginner,149.785,2,1.0,2
U00785,fisherkathryn,17,Female,menglish@yahoo.com,1,0.0,Digital Marketing,Intermediate,0.0,1,0.0,3
U00786,johnobrien,32,Female,tduncan@gmail.com,13,25.916666666666668,Finance,Advanced,91.82307692307693,8,0.23076923076923078,1
U00787,alexisjones,29,Female,nwatts@outlook.com,9,31.75,Programming,Beginner,56.68555555555555,6,0.5555555555555556,2
U00788,dalton45,24,Male,jessica89@yahoo.com,2,118.0,Digital Marketing,Beginner,0.0,2,0.5,2
U00789,edwardbishop,17,Female,hgeorge@gmail.com,2,179.0,Data Science,Advanced,18.945,2,0.5,0
U00790,weekssamuel,16,Female,hensonkevin@yahoo.com,2,153.0,Machine Learning,Advanced,173.74499999999998,2,0.0,0
U00791,ggibbs,34,Female,megan67@yahoo.com,2,91.0,Artificial Intelligence,Intermediate,44.795,2,0.0,3
U00792,ralphrobertson,20,Male,piercestacy@hotmail.com,1,0.0,Project Management,Advanced,346.71,1,0.0,0
U00793,jasonchapman,19,Male,amberrice@gmail.com,4,52.333333333333336,Digital Marketing,Advanced,53.0975,3,0.25,0
U00794,zperkins,23,Female,deanna03@yahoo.com,2,87.0,Artificial Intelligence,Advanced,0.0,2,0.5,0
U00795,pkent,34,Female,kellymoore@gmail.com,3,97.0,Business,Beginner,95.01666666666667,3,1.0,2
U00796,belljacob,22,Female,rachellewis@outlook.com,2,7.0,Digital Marketing,Advanced,106.195,2,0.5,0
U00797,djohnson,20,Male,brenda73@outlook.com,3,88.5,Design,Intermediate,0.0,3,0.0,3
U00798,phillipgarza,19,Female,ashleyjohnson@outlook.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00799,danielle30,26,Female,april48@outlook.com,2,153.0,Data Science,Beginner,0.0,2,1.0,2
U00800,denniskara,29,Female,petersonamber@yahoo.com,2,142.0,Artificial Intelligence,Intermediate,207.755,2,0.0,3
U00801,pmorse,32,Female,kellieandrade@hotmail.com,2,260.0,Artificial Intelligence,Intermediate,207.755,2,0.0,3
U00802,garciabradley,31,Male,susan84@outlook.com,2,101.0,Business,Advanced,59.52,2,0.0,0
U00803,vyoung,26,Male,murphyelijah@hotmail.com,3,37.5,Business,Advanced,92.12333333333333,3,0.0,0
U00804,alexander76,24,Female,volson@hotmail.com,2,52.0,Artificial Intelligence,Beginner,44.795,2,0.5,2
U00805,shelly99,18,Female,fosterabigail@gmail.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U00806,hollowaybrian,27,Male,hardyann@hotmail.com,1,0.0,Data Science,Beginner,0.0,1,1.0,2
U00807,mark87,35,Female,theresa07@outlook.com,1,0.0,Project Management,Intermediate,342.61,1,0.0,3
U00808,randalljensen,27,Female,sandrashaw@outlook.com,1,0.0,Artificial Intelligence,Beginner,0.0,1,1.0,2
U00809,terrismith,24,Male,phansen@gmail.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U00810,nshort,28,Male,kelsey23@hotmail.com,1,0.0,Design,Advanced,276.37,1,0.0,0
U00811,rachel13,25,Female,kimberly43@gmail.com,3,121.0,Web Development,Beginner,162.64000000000001,2,0.6666666666666666,2
U00812,greenbradley,24,Female,jenniferpalmer@yahoo.com,3,135.5,Design,Beginner,95.01666666666667,2,0.6666666666666666,2
U00813,oberg,33,Male,andersonanthony@hotmail.com,4,19.333333333333332,Business,Intermediate,0.0,4,0.25,3
U00814,dana01,21,Female,hhoover@yahoo.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U00815,blevinskenneth,17,Male,pcardenas@outlook.com,2,195.0,Artificial Intelligence,Intermediate,207.755,2,0.0,3
U00816,nortonjennifer,34,Male,christopher24@hotmail.com,3,114.0,Artificial Intelligence,Intermediate,29.863333333333333,3,0.0,3
U00817,xwilkins,35,Female,adaugherty@gmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U00818,josephthornton,20,Female,cynthia81@gmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U00819,macdonaldbarry,28,Female,greenangela@yahoo.com,14,24.23076923076923,Cybersecurity,Advanced,81.67214285714284,9,0.35714285714285715,1
U00820,rhunt,31,Female,georgeamanda@hotmail.com,3,75.5,Business,Advanced,162.64000000000001,3,0.3333333333333333,0
U00821,sarawashington,23,Male,ashley12@yahoo.com,13,29.166666666666668,Artificial Intelligence,Beginner,122.86923076923077,11,0.5384615384615384,1
U00822,iweber,35,Female,allenjason@gmail.com,1,0.0,Programming,Intermediate,0.0,1,0.0,3
U00823,burgessashley,22,Male,jsalinas@outlook.com,1,0.0,Digital Marketing,Advanced,212.39,1,0.0,0
U00824,mary48,27,Male,josesmith@yahoo.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U00825,odavis,26,Male,richard58@gmail.com,3,68.5,Business,Advanced,162.64000000000001,3,0.0,0
U00826,jamespatel,16,Male,maddoxashley@outlook.com,1,0.0,Finance,Beginner,53.86,1,1.0,2
U00827,joshua59,26,Female,morrisonbrian@yahoo.com,2,43.0,Finance,Intermediate,0.0,2,0.0,3
U00828,tanya22,25,Male,brian39@hotmail.com,3,148.0,Artificial Intelligence,Intermediate,197.61666666666667,3,0.0,3
U00829,hthomas,22,Male,householly@hotmail.com,16,20.666666666666668,Cybersecurity,Beginner,83.644375,8,0.4375,1
U00830,cookreginald,26,Female,qhiggins@outlook.com,1,0.0,Business,Intermediate,326.02,1,0.0,3
U00831,stephanie39,18,Male,henryanderson@yahoo.com,2,11.0,Design,Advanced,0.0,2,0.5,0
U00832,chumphrey,20,Female,fingram@yahoo.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U00833,anna24,32,Female,yangryan@hotmail.com,3,133.5,Machine Learning,Advanced,0.0,3,0.3333333333333333,0
U00834,connor47,30,Male,foxrachel@gmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U00835,jonesnatalie,33,Female,johnstonheather@hotmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00836,vlee,29,Female,mgonzalez@gmail.com,15,20.5,Digital Marketing,Beginner,62.11333333333333,9,0.4666666666666667,1
U00837,summersbenjamin,28,Male,tina58@outlook.com,4,52.333333333333336,Programming,Beginner,71.2625,3,0.75,2
U00838,johnmclean,25,Female,ibailey@hotmail.com,12,30.727272727272727,Data Science,Advanced,85.59916666666668,8,0.4166666666666667,1
U00839,richardgonzales,33,Male,anne86@outlook.com,1,0.0,Cybersecurity,Beginner,0.0,1,1.0,2
U00840,kristen96,18,Male,evanschad@gmail.com,3,69.0,Cybersecurity,Intermediate,131.42,3,0.3333333333333333,3
U00841,potterchristine,29,Female,zjones@hotmail.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U00842,johnsonmichael,21,Female,slucas@hotmail.com,2,328.0,Artificial Intelligence,Beginner,44.795,2,0.5,2
U00843,danielrivera,21,Male,shieldsjustin@outlook.com,1,0.0,Design,Advanced,276.37,1,0.0,0
U00844,bellnicholas,26,Male,rachelharris@gmail.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U00845,larry84,25,Female,selena53@hotmail.com,1,0.0,Finance,Beginner,53.86,1,1.0,2
U00846,geraldbrown,16,Male,amanda42@hotmail.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U00847,cscott,23,Male,adamsjessica@gmail.com,1,0.0,Digital Marketing,Intermediate,0.0,1,0.0,3
U00848,wlindsey,28,Male,alan56@hotmail.com,4,98.0,Artificial Intelligence,Intermediate,103.8775,3,0.25,3
U00849,patrick51,20,Male,thompsonjack@gmail.com,2,55.0,Artificial Intelligence,Beginner,124.05,1,1.0,2
U00850,christopheradams,26,Male,brandon52@hotmail.com,15,23.857142857142858,Project Management,Advanced,59.86333333333333,9,0.13333333333333333,1
U00851,jamesandersen,21,Male,gregorycastillo@outlook.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U00852,scottgoodman,23,Male,mthomas@gmail.com,13,28.083333333333332,Artificial Intelligence,Intermediate,121.47230769230768,8,0.3076923076923077,1
U00853,qhancock,24,Male,jessicatate@yahoo.com,2,92.0,Machine Learning,Intermediate,0.0,2,0.0,3
U00854,jeffery46,28,Male,jenniferking@gmail.com,2,14.0,Data Science,Advanced,149.785,2,0.5,0
U00855,cmoody,15,Female,jonathan95@yahoo.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U00856,jeffreyosborne,21,Female,abrown@yahoo.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00857,rjohnson,15,Male,fshaw@outlook.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U00858,hperez,20,Male,josephramirez@gmail.com,15,23.0,Machine Learning,Beginner,26.431333333333335,8,0.4666666666666667,1
U00859,connie76,22,Male,fjones@outlook.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00860,charlesromero,23,Female,sabrinagarcia@yahoo.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U00861,cjones,22,Female,williamporter@hotmail.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U00862,ucampbell,18,Female,ycruz@outlook.com,1,0.0,Business,Advanced,487.92,1,0.0,0
U00863,carlachambers,23,Female,catherine34@gmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U00864,taralucas,22,Female,wesleygomez@hotmail.com,1,0.0,Business,Advanced,0.0,1,0.0,0
U00865,ynguyen,27,Male,katievasquez@hotmail.com,1,0.0,Business,Beginner,285.05,1,1.0,2
U00866,kevinbryant,30,Male,kaneamber@yahoo.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U00867,kadams,30,Male,smiththomas@yahoo.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00868,brookelester,16,Female,jeannejones@yahoo.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00869,kathy66,19,Male,hernandezcrystal@gmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U00870,sarah55,22,Male,kennethbrown@outlook.com,15,25.857142857142858,Marketing,Advanced,64.40933333333332,10,0.26666666666666666,1
U00871,harrisangel,26,Male,rebecca41@gmail.com,2,193.0,Cybersecurity,Advanced,0.0,2,0.0,0
U00872,leonard49,27,Male,uwhite@outlook.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U00873,nicholas43,28,Male,deanbrandon@hotmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00874,daniel14,25,Male,webbalexander@yahoo.com,12,30.272727272727273,Business,Advanced,181.31166666666664,10,0.4166666666666667,1
U00875,lauren47,23,Male,cnorman@hotmail.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U00876,steven86,27,Male,ghart@outlook.com,14,27.692307692307693,Artificial Intelligence,Intermediate,168.03571428571428,11,0.21428571428571427,1
U00877,brian68,35,Male,albert18@yahoo.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U00878,gregory34,31,Male,christian06@hotmail.com,1,0.0,Digital Marketing,Advanced,177.34,1,0.0,0
U00879,andrea15,18,Female,ygarcia@gmail.com,3,77.5,Artificial Intelligence,Intermediate,129.72,3,0.3333333333333333,3
U00880,burnettjennifer,15,Male,jodi61@outlook.com,1,0.0,Digital Marketing,Advanced,177.34,1,0.0,0
U00881,jayala,34,Female,austinamy@outlook.com,16,20.666666666666668,Artificial Intelligence,Intermediate,168.96,10,0.375,1
U00882,tyrone43,34,Female,adamjensen@gmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00883,brittany87,27,Female,anthony51@hotmail.com,3,66.5,Design,Beginner,157.42666666666665,3,0.6666666666666666,2
U00884,davenportjerome,19,Male,fosteredward@hotmail.com,1,0.0,Business,Advanced,487.92,1,0.0,0
U00885,moralessherri,28,Female,robinsonmichelle@gmail.com,1,0.0,Data Science,Advanced,117.68,1,0.0,0
U00886,brenda56,22,Female,joshuacarrillo@hotmail.com,2,247.0,Machine Learning,Beginner,0.0,2,0.5,2
U00887,joseph48,17,Male,fordmichelle@hotmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00888,ywright,15,Male,rubenvargas@outlook.com,4,64.66666666666667,Machine Learning,Advanced,122.91999999999999,3,0.5,0
U00889,robbinscatherine,31,Female,glopez@gmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00890,jacobscharles,31,Female,jonesbrian@hotmail.com,2,257.0,Data Science,Beginner,149.785,2,1.0,2
U00891,christopher59,28,Female,andrew63@gmail.com,2,154.0,Data Science,Advanced,0.0,2,0.0,0
U00892,joneskayla,35,Male,jmack@hotmail.com,4,36.0,Cybersecurity,Intermediate,0.0,4,0.0,3
U00893,dwillis,15,Male,johnjensen@gmail.com,12,30.454545454545453,Business,Advanced,105.9375,9,0.4166666666666667,1
U00894,edwardsjared,28,Female,donna27@gmail.com,3,60.5,Cybersecurity,Intermediate,170.64666666666668,3,0.0,3
U00895,seanlambert,15,Male,garnerjohn@hotmail.com,4,59.333333333333336,Marketing,Advanced,137.055,3,0.25,0
U00896,calvindavis,29,Female,matanancy@hotmail.com,4,94.33333333333333,Cybersecurity,Advanced,29.615000000000002,4,0.25,0
U00897,zmarshall,20,Male,rjohnson@outlook.com,1,0.0,Digital Marketing,Advanced,177.34,1,0.0,0
U00898,michelleramos,24,Female,fschwartz@gmail.com,12,26.181818181818183,Machine Learning,Beginner,55.26833333333334,8,0.5,1
U00899,hallbrian,19,Male,ydavis@hotmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U00900,kochshannon,26,Female,yclark@gmail.com,2,17.0,Cybersecurity,Intermediate,59.52,2,0.0,3
U00901,adam68,23,Female,john91@outlook.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U00902,jacobscameron,29,Male,christinapeterson@yahoo.com,2,44.0,Artificial Intelligence,Beginner,124.05,2,1.0,2
U00903,rojasjames,29,Female,omoon@gmail.com,13,26.75,Business,Advanced,95.28615384615385,9,0.3076923076923077,1
U00904,kristen47,16,Female,vmclean@yahoo.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00905,llawrence,15,Male,daniel77@outlook.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00906,nicholsonkaren,34,Female,michaelsmith@outlook.com,1,0.0,Data Science,Beginner,299.57,1,1.0,2
U00907,pachecomary,23,Female,adam92@outlook.com,12,20.636363636363637,Business,Beginner,170.6816666666667,8,0.5,1
U00908,tommywilkinson,16,Female,sarah20@gmail.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U00909,kristinevance,35,Female,whiteeric@hotmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U00910,ramirezaaron,20,Female,costatraci@hotmail.com,3,118.5,Artificial Intelligence,Beginner,122.38,3,0.6666666666666666,2
U00911,qallen,15,Female,jennifercollins@yahoo.com,10,36.77777777777778,Business,Beginner,99.66499999999999,7,0.4,1
U00912,anthony80,28,Male,stephaniezimmerman@yahoo.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U00913,boyerjoseph,35,Female,michaeladams@hotmail.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U00914,goodwinmichelle,22,Male,danielmcclure@hotmail.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U00915,phillipssean,24,Female,carolynrivera@outlook.com,13,21.0,Artificial Intelligence,Beginner,103.3546153846154,8,0.5384615384615384,1
U00916,donnacarlson,20,Male,cooperzachary@yahoo.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00917,tylersheppard,28,Female,webbheather@hotmail.com,15,25.857142857142858,Business,Advanced,87.99399999999999,11,0.26666666666666666,1
U00918,maddoxmichael,35,Male,joshuadelgado@outlook.com,1,0.0,Data Science,Beginner,299.57,1,1.0,2
U00919,kwheeler,28,Male,wbarrera@gmail.com,14,26.0,Business,Advanced,101.095,8,0.35714285714285715,1
U00920,robertortiz,18,Female,randy02@gmail.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U00921,nharris,26,Male,joshuaduran@gmail.com,1,0.0,Business,Advanced,487.92,1,0.0,0
U00922,rwilliams,31,Female,hball@outlook.com,2,27.0,Design,Advanced,0.0,2,0.5,0
U00923,scott83,29,Female,nataliejackson@gmail.com,3,79.5,Cybersecurity,Advanced,170.64666666666668,3,0.3333333333333333,0
U00924,grahammary,34,Male,traceyortiz@gmail.com,1,0.0,Cybersecurity,Advanced,0.0,1,0.0,0
U00925,tjackson,31,Male,mmendoza@yahoo.com,2,267.0,Artificial Intelligence,Beginner,245.45,2,0.5,2
U00926,debbie38,32,Male,michelewolf@gmail.com,2,314.0,Finance,Beginner,171.305,2,0.5,2
U00927,kbowman,26,Male,lguerrero@yahoo.com,2,183.0,Business,Advanced,0.0,2,0.0,0
U00928,uleon,33,Female,butlermichael@outlook.com,12,30.181818181818183,Data Science,Advanced,87.54,9,0.3333333333333333,1
U00929,taylortiffany,25,Female,jennifergilbert@yahoo.com,4,71.66666666666667,Data Science,Advanced,111.11999999999999,3,0.0,0
U00930,joe26,34,Male,jeffreyramirez@hotmail.com,3,89.5,Artificial Intelligence,Intermediate,178.1833333333333,3,0.0,3
U00931,pgrant,31,Male,jeffreyvaughn@outlook.com,1,0.0,Data Science,Advanced,117.68,1,0.0,0
U00932,yolandamckinney,21,Male,qjimenez@yahoo.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U00933,rebeccagrant,27,Female,millerjessica@hotmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U00934,clarkamanda,15,Female,jimmycampbell@outlook.com,1,0.0,Project Management,Beginner,0.0,1,1.0,2
U00935,andrew43,16,Female,hoconnell@outlook.com,1,0.0,Data Science,Beginner,0.0,1,1.0,2
U00936,markmcbride,30,Female,hrobinson@hotmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00937,kimberly76,35,Male,billyhamilton@hotmail.com,1,0.0,Machine Learning,Advanced,0.0,1,0.0,0
U00938,kellylevy,30,Male,uball@hotmail.com,1,0.0,Design,Beginner,0.0,1,1.0,2
U00939,regina72,18,Male,autumn95@yahoo.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U00940,bhughes,15,Female,patrickdavis@hotmail.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U00941,riceemily,20,Female,michael80@gmail.com,2,72.0,Business,Beginner,142.525,2,0.5,2
U00942,greeves,21,Male,jonathanmullins@hotmail.com,1,0.0,Finance,Beginner,0.0,1,1.0,2
U00943,patrickevans,21,Female,christopheraguilar@hotmail.com,2,67.0,Cybersecurity,Advanced,0.0,2,0.0,0
U00944,mcdowellrichard,28,Female,mwoods@yahoo.com,1,0.0,Data Science,Advanced,117.68,1,0.0,0
U00945,meganaguilar,27,Female,jenna45@gmail.com,1,0.0,Project Management,Beginner,0.0,1,1.0,2
U00946,cobbrebecca,20,Female,esmith@hotmail.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U00947,phillipsthomas,31,Female,robert99@yahoo.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00948,jenna85,34,Male,harringtonjason@hotmail.com,3,128.0,Finance,Intermediate,0.0,3,0.3333333333333333,3
U00949,andersondaniel,16,Male,dustinsimmons@hotmail.com,4,66.33333333333333,Machine Learning,Beginner,0.0,3,0.5,2
U00950,loricruz,33,Female,amartinez@yahoo.com,1,0.0,Digital Marketing,Intermediate,0.0,1,0.0,3
U00951,perkinsian,15,Male,benjamintaylor@gmail.com,2,242.0,Digital Marketing,Intermediate,171.305,2,0.0,3
U00952,fullerlaura,22,Female,dreeves@gmail.com,2,27.0,Business,Advanced,0.0,2,0.5,0
U00953,lindsay67,31,Male,randall43@hotmail.com,3,6.5,Artificial Intelligence,Intermediate,29.863333333333333,3,0.0,3
U00954,emily45,21,Female,judywilliams@yahoo.com,2,9.0,Business,Advanced,0.0,2,0.0,0
U00955,howardfranco,35,Female,christopher22@hotmail.com,3,125.0,Finance,Advanced,0.0,2,0.0,0
U00956,sarahwilliams,21,Female,kellygregory@hotmail.com,1,0.0,Project Management,Beginner,327.99,1,1.0,2
U00957,courtneyspence,22,Male,xmartin@gmail.com,3,90.5,Web Development,Advanced,70.79666666666667,2,0.3333333333333333,0
U00958,vanessa84,28,Female,douglas85@gmail.com,2,52.0,Digital Marketing,Beginner,0.0,1,0.5,2
U00959,jillianbenitez,22,Male,brownmonica@outlook.com,13,27.083333333333332,Machine Learning,Advanced,111.08076923076922,9,0.3076923076923077,1
U00960,zdominguez,17,Male,jenniferzavala@gmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U00961,yodervalerie,31,Male,elizabeth16@outlook.com,14,25.076923076923077,Artificial Intelligence,Beginner,88.78071428571427,9,0.42857142857142855,1
U00962,mullenraven,20,Male,jamesgreen@hotmail.com,1,0.0,Business,Advanced,0.0,1,0.0,0
U00963,xespinoza,20,Female,arivera@yahoo.com,2,82.0,Cybersecurity,Advanced,0.0,2,0.0,0
U00964,melissa75,16,Female,chavezbryce@outlook.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U00965,alexanderhart,34,Female,abigailstevens@hotmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U00966,don65,23,Female,autumn61@outlook.com,1,0.0,Programming,Intermediate,0.0,1,0.0,3
U00967,haledalton,15,Male,tevans@outlook.com,14,25.076923076923077,Project Management,Beginner,58.339285714285715,8,0.35714285714285715,1
U00968,wmartin,21,Male,bryan25@outlook.com,2,52.0,Machine Learning,Beginner,0.0,2,0.5,2
U00969,kevin31,29,Male,karina05@gmail.com,1,0.0,Artificial Intelligence,Beginner,248.1,1,1.0,2
U00970,lcollins,18,Male,kelly21@yahoo.com,1,0.0,Business,Beginner,285.05,1,1.0,2
U00971,xhicks,19,Female,ybaldwin@gmail.com,3,86.0,Artificial Intelligence,Advanced,163.63333333333333,3,0.3333333333333333,0
